Country,Indicator,Education level,Statistical unit,Gender,Age,Mobility,Year,Value
Czech Republic,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 30 years,Non-mobile,2013,18.891
Czech Republic,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 30 years,Non-mobile,2014,19.041
Czech Republic,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 30 years,Non-mobile,2015,18.881
Czech Republic,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 30 years,Non-mobile,2016,18.468
Czech Republic,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 30 years,Non-mobile,2017,17.176
Czech Republic,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 30 years,Non-mobile,2018,17.03
Czech Republic,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 30 years,Non-mobile,2019,17.814
Czech Republic,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 30 years,Non-mobile,2020,17.812
Czech Republic,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 30 years,Non-mobile,2013,23.77
Czech Republic,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 30 years,Non-mobile,2014,23.757
Czech Republic,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 30 years,Non-mobile,2015,23.351
Czech Republic,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 30 years,Non-mobile,2016,23.245
Czech Republic,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 30 years,Non-mobile,2017,21.568
Czech Republic,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 30 years,Non-mobile,2018,21.485
Czech Republic,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 30 years,Non-mobile,2019,22.933
Czech Republic,Entry rate,Master’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 30 years,Non-mobile,2020,23.21
Czech Republic,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 30 years,Total,2005,1.933
Czech Republic,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 30 years,Total,2010,2.871
Czech Republic,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 30 years,Total,2011,2.954
Czech Republic,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 30 years,Total,2012,2.706
Czech Republic,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 30 years,Total,2013,2.774
Czech Republic,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 30 years,Total,2014,2.808
Czech Republic,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 30 years,Total,2015,2.599
Czech Republic,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 30 years,Total,2016,2.495
Czech Republic,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 30 years,Total,2017,2.521
Czech Republic,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 30 years,Total,2018,2.384
Czech Republic,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 30 years,Total,2019,2.444
Czech Republic,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 30 years,Total,2020,2.527
Czech Republic,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 30 years,Total,2005,2.624
Czech Republic,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 30 years,Total,2010,3.248
Czech Republic,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 30 years,Total,2011,3.322
Czech Republic,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 30 years,Total,2012,2.946
Czech Republic,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 30 years,Total,2013,2.873
Czech Republic,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 30 years,Total,2014,2.939
Czech Republic,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 30 years,Total,2015,2.832
Czech Republic,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 30 years,Total,2016,2.737
Czech Republic,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 30 years,Total,2017,2.568
Czech Republic,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 30 years,Total,2018,2.39
Czech Republic,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 30 years,Total,2019,2.544
Czech Republic,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 30 years,Total,2020,2.659
Czech Republic,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 30 years,Total,2005,2.286
Czech Republic,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 30 years,Total,2010,3.065
Czech Republic,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 30 years,Total,2011,3.143
Czech Republic,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 30 years,Total,2012,2.83
Czech Republic,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 30 years,Total,2013,2.825
Czech Republic,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 30 years,Total,2014,2.875
Czech Republic,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 30 years,Total,2015,2.717
Czech Republic,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 30 years,Total,2016,2.619
Czech Republic,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 30 years,Total,2017,2.545
Czech Republic,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 30 years,Total,2018,2.387
Czech Republic,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 30 years,Total,2019,2.495
Czech Republic,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 30 years,Total,2020,2.595
Czech Republic,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 30 years,Non-mobile,2012,2.271
Czech Republic,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 30 years,Non-mobile,2013,2.342
Czech Republic,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 30 years,Non-mobile,2014,2.334
Czech Republic,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 30 years,Non-mobile,2015,2.17
Czech Republic,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 30 years,Non-mobile,2016,1.983
Czech Republic,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 30 years,Non-mobile,2017,2.05
Czech Republic,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 30 years,Non-mobile,2018,1.874
Czech Republic,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 30 years,Non-mobile,2019,1.835
Czech Republic,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 30 years,Non-mobile,2020,1.821
Czech Republic,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 30 years,Non-mobile,2012,2.536
Czech Republic,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 30 years,Non-mobile,2013,2.492
Czech Republic,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 30 years,Non-mobile,2014,2.418
Czech Republic,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 30 years,Non-mobile,2015,2.399
Czech Republic,Entry rate,Doctoral or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 30 years,Non-mobile,2016,2.251
